"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","ATTRIBUTE_Con/Inf","ATTRIBUTE_Gut_section","ATTRIBUTE_Organism","ATTRIBUTE_Pool","ATTRIBUTE_Time_point","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:2","GNPSGROUP:3","GNPSGROUP:4","GNPSGROUP:ACN","GNPSGROUP:AM","GNPSGROUP:Blank","GNPSGROUP:c1","GNPSGROUP:c2","GNPSGROUP:c3","GNPSGROUP:Con","GNPSGROUP:Extraction_blank","GNPSGROUP:H","GNPSGROUP:Inf","GNPSGROUP:No_gut_section","GNPSGROUP:No_timepoint","GNPSGROUP:PBS","GNPSGROUP:PM","GNPSGROUP:R.prolixus_starved","GNPSGROUP:Starved","GNPSGROUP:T.cruzi_epi","GNPSGROUP:T.cruzi_tryp","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"M+ACN+H","N/A","M+Na","""""""(R)-4-((3R,5S,8R,9S,10S,12R,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""""""","crude","Emily Gentry","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005464833","""""""InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18-,19+,20+,21-,23+,24-/m1/s1""""""","qTof","ESI","Positive","1","16.9556","0.830616","40829.1","Dorrestein","6","C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)[C@H](O)C[C@@]3([H])[C@@]2([H])CC[C@]4([H])[C@]3(C)CC[C@@H](O)C4)CCC(O)=O","CCMSLIB00005464833","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","142","2","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","isolated","lfnothias","N/A","0.0","0.0","0.0","0.0","0.0","0.0","892353.1176805557","1244638.0569338228","1251314.5740661768","1447840.145470588","2304817.3904722226","0.0","1208858.5012017542","1506991.9837142848","841582.262888889","828705.5262592589","844431.2284444442","838239.672530864","1754102.172499998","1236905.3929210529","1537620.0036296297","1758157.3143333322","1653165.3334666668","1762212.4561666665","1180432.0687719297","1583170.6795555565","1583170.6795555565","1804128.8411666665","417681.0842222222","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000853386","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""142.0"",""main.cluster index_upperinput"":""142.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","0.000396729","0.829983","0.917847","142","170","432.2376","Jadhav/Dorrestein","432.2376","9.2004","9.2004","false","142","6","CC1C(O)C2(OC(C)=O)C(C3\\C=C(CO)/CC4C(\\C=C(C)/C4=O)C13O)C2(C)C","CCMSLIB00000853386","2.17242113771E8","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","PM,AM","T.cruzi_tryp","c3,3,c2,c1,1,2","3,0,1,2","0","3530","7","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","69889.97545833327","104252.78463235297","107161.047875","113179.18891911765","0.0","0.0","312218.14559649123","0.0","154440.18801851847","184319.59961111113","138194.79335185193","158984.8603271605","0.0","0.0","72287.59806790123","0.0","0.0","0.0","16432.190017543842","0.0","0.0","0.0","260181.51569444445","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3530.0"",""main.cluster index_upperinput"":""3530.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","3530","14","766.5342","","766.5342","19.6639","19.6639","false","3530","","","","1.873306913E7","N/A"
"","N/A","[M+H]+","Sarmentoside B","isolated","MoNA:VF-NPL-QEHF014962","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004706025","InChI=1S/C34H48O13/c1-17-28(46-19(3)37)29(42-5)27(39)30(44-17)47-21-6-9-32(16-35)26-23(7-10-33(32,40)13-21)34(41)11-8-22(20-12-25(38)43-15-20)31(34,4)14-24(26)45-18(2)36/h12,16-17,21-24,26-30,39-41H,6-11,13-15H2,1-5H3/t17?,21-,22+,23?,24+,26?,27?,28?,29?,30?,31+,32-,33-,34-/m0/s1","ESI-QFT","N/A","positive","3","15.1617","0.832684","22788.7","MoNA","15","N/A","CCMSLIB00004706025","Inf,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,1,2","0","10527","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25471.25055147059","99491.03438970594","60868.824808823585","111524.37536111116","0.0","51133.07694736845","0.0","75719.69148148155","36638.634166666685","38044.028999999966","50134.1182160494","0.0","0.0","65327.7200246914","0.0","0.0","0.0","112944.27213157901","0.0","0.0","84336.54162777781","24473.890986111135","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10527.0"",""main.cluster index_upperinput"":""10527.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","10527","8","680.4787","","680.4787","15.9104","15.9104","false","10527","","","","9352408.897500005","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2307","67","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","45814.77977777778","42423.33309558825","25812.04925735293","26476.814654411774","34377.640138888826","0.0","87781.36289473686","0.0","42202.61712962962","35932.164722222195","35559.748574074096","37898.17680864197","0.0","0.0","33123.34248148148","0.0","18188.345833333362","0.0","17930.360789473663","30313.90972222227","30313.90972222227","52319.34081666666","14500.033180555556","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2307.0"",""main.cluster index_upperinput"":""2307.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2307","70","766.5227","","766.5227","12.5651","12.5651","false","2307","","","","6025568.250000002","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","3876","22","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","8535.67484722222","11662.696205882348","6480.139029411763","10075.193779411758","11292.766305555573","0.0","28912.502973684208","0.0","11086.838666666667","9689.639129629628","11321.495462962972","10699.324419753088","0.0","0.0","9646.511006172836","0.0","0.0","0.0","0.0","0.0","0.0","8057.453922222222","12817.247451388886","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3876.0"",""main.cluster index_upperinput"":""3876.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","3876","37","230.175","","230.175","4.7836","4.7836","false","3876","","","","1648012.6694999994","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","237","17","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","253276.60081944446","137352.30416176474","133795.56190441176","140088.42524999997","295512.0066111112","0.0","188922.39792105276","12643.555499999999","297867.5854259259","259079.32477777795","200591.11088888894","252512.67369753093","7769.157833333343","179675.35400877192","133698.68711728393","14750.814749999998","19235.17836666666","21732.471666666654","183738.09040350872","22224.754111111106","22224.754111111106","266084.1455888889","101882.59893055558","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""237.0"",""main.cluster index_upperinput"":""237.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","237","169","357.2144","","357.2144","5.1814","5.1814","false","237","","","","3.1571647901500028E7","N/A"
"","N/A","M+NH4","NCGC00384784-01!5-hydroxy-1,7-bis(4-hydroxyphenyl)heptan-3-one","isolated","lfnothias","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000846659","InChI=1S/C19H22O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-4,7-10,18,20-22H,5-6,11-13H2","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","51.0477","0.7521180000000001","153672.0","Jadhav/Dorrestein","6","OC(CCC1=CC=C(O)C=C1)CC(=O)CCC2=CC=C(O)C=C2","CCMSLIB00000846659","Inf,Con","H,PM,AM","T.cruzi_epi","c3,3,c2,2","3,0,2","0","17500","3","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","62920.79868055555","0.0","38009.07500000002","23327.74201470589","0.0","0.0","18051.40934210525","0.0","0.0","36975.209000000024","83894.39824074073","40289.86908024692","0.0","21688.042456140363","19583.783419753094","0.0","0.0","0.0","45344.15964912283","0.0","0.0","53886.28725000001","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17500.0"",""main.cluster index_upperinput"":""17500.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","17500","4","281.1383","","281.1383","9.5848","9.5848","false","17500","","","","4849765.852500001","N/A"
"","N/A","[M-H]-","4-(3,4-dihydroxyphenyl)-6,7-dihydroxynaphthalene-2-carboxylic acid","isolated","MoNA:VF-NPL-QEHF018668","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004709731","InChI=1S/C17H12O6/c18-13-2-1-8(5-14(13)19)11-4-10(17(22)23)3-9-6-15(20)16(21)7-12(9)11/h1-7,18-21H,(H,22,23)","ESI-QFT","N/A","negative","3","68.2251","0.7750630000000001","219334.0","MoNA","6","N/A","CCMSLIB00004709731","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","132","36","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","156079.2736388888","66988.73413235287","83695.43727205887","99566.42633088231","62476.796999999955","0.0","56733.85134210521","94706.12335714322","66557.26107407386","46566.46816666665","80039.80411111105","64387.84445061719","220980.95450000084","116370.55839473678","109506.26152469135","110490.47725000042","53669.805033333454","0.0","76501.32352631573","15789.356888888802","15789.356888888802","88233.72604444435","85338.71166666666","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""132.0"",""main.cluster index_upperinput"":""132.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","132","84","379.2811","","379.2811","14.514","14.514","false","132","","","","1.4890469659499994E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","3602","19","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","14989.912888888866","21916.591125000035","18110.015882352985","17269.112147058793","9723.48966666671","0.0","14555.101692982451","0.0","19717.67787037046","16444.969740740704","17388.117925925882","17850.255179012347","0.0","0.0","18424.080543209897","0.0","12013.1242","0.0","40153.9870175439","20021.873666666666","20021.873666666666","22438.840716666695","12760.076791666657","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3602.0"",""main.cluster index_upperinput"":""3602.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","3602","50","633.5049","","633.5049","18.3239","18.3239","false","3602","","","","3118418.056500001","N/A"
"M+H","N/A","M+H","PC(16:0/20:4); [M+H]+ C44H81N1O8P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003099068","N/A","HCD; Velos","LC-ESI","Positive","1","21.0769","0.783502","26967.7","Thomas Metz","7","N/A","CCMSLIB00003099068","Inf,Starved,Con","H,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","5142","7","SM(d18:0/20:0); [M+H]+ C43H90N2O6P1","Commercial","Thomas Metz","N/A","0.0","0.0","0.0","0.0","0.0","0.0","5248.113208333329","24247.27502941177","65087.848272058814","66106.40562499998","127485.22836111103","0.0","165432.19011403507","0.0","66676.87546296298","76857.95537037042","75723.2399444444","73086.0235925926","0.0","2006.813877192981","43329.221302469115","0.0","7625.892733333328","0.0","0.0","12709.821222222214","12709.821222222214","93919.40293888887","13567.89683333333","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003096916","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5142.0"",""main.cluster index_upperinput"":""5142.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","CID; Velos","LC-ESI","Positive","1","0.160889","0.7229180000000001","211.516","5142","21","760.4851","Thomas Metz","760.4851","17.8836","17.8836","false","5142","6","N/A","CCMSLIB00003096916","9544023.2275","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp","c3,3,c2,c1,1,2","3,0,1,2","0","1579","28","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","63044.3358611111","38834.62436029403","22720.809507352962","11074.866676470561","0.0","0.0","15784.39024561402","0.0","4585.62059259258","15581.222018518507","6305.161388888893","8824.001333333326","0.0","42703.505052631524","40084.644567901196","0.0","0.0","0.0","11013.864666666674","0.0","0.0","0.0","55022.22663888884","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1579.0"",""main.cluster index_upperinput"":""1579.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","1579","15","582.3807","","582.3807","16.0206","16.0206","false","1579","","","","3961600.3179999967","N/A"
"M+H","N/A","M+H","SM(d16:1/24:1); [M+H]+ C45H90N2O6P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003101179","N/A","HCD; Velos","LC-ESI","Positive","1","24.0626","0.9089729999999999","30666.8","Thomas Metz","7","N/A","CCMSLIB00003101179","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2462","15","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by TJLing","N/A","0.0","0.0","0.0","0.0","0.0","0.0","207655.19629166665","454233.6699411762","454777.5159485292","577572.5825220587","141119.1009999999","0.0","189805.64521929805","0.0","296588.6413888888","378648.6311666668","206174.3885925926","293803.8870493827","0.0","184295.3433333333","433425.679222222","0.0","1139356.8167666658","0.0","959161.2416140349","1898928.027944443","1898928.027944443","294945.6039333333","449451.25713888876","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003136135","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2462.0"",""main.cluster index_upperinput"":""2462.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.00262451","0.898049","3.45064","2462","42","760.5834","Data from Tie-Jun Ling","760.5834","19.2011","19.2011","false","2462","6","N/A","CCMSLIB00003136135","7.599594711949998E7","N/A"
"","N/A","M+H","""""""MLS000863599-01!2,3,6,8-tetrahydroxy-1,4,7-tris(3-methylbut-2-enyl)xanthen-9-one""""""","NIH Natural Product Library","VVP/LMS","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000079729","N/A","qTof","LC-ESI","Positive","1","5.92661","0.737762","12739.1","Dorrestein","9","CC(=CCc1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O)C","CCMSLIB00000079729","Inf,Con","H,PM,AM","T.cruzi_tryp","3,c1,1,2","3,0,1,2","0","7453","11","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","81249.82502777778","125492.13323529405","71976.39197058817","71893.7790588235","0.0","0.0","82245.32109649117","0.0","3320.0187037036917","0.0","0.0","1106.6729012345638","0.0","68313.97918421048","130567.83880246908","0.0","0.0","0.0","36557.111087719306","0.0","0.0","0.0","148133.82566666658","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7453.0"",""main.cluster index_upperinput"":""7453.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","7453","23","459.3014","","459.3014","15.9429","15.9429","false","7453","","","","1.0665635447999993E7","N/A"
"M+H","N/A","M+Na","(2-{[3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium","Commercial","C-TAC","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005436356","","qTof","LC-ESI","Positive","3","82.1161","0.8354799999999999","104932.0","O Laprevote","13","","CCMSLIB00005436356","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","5674","15","SM(d18:2/16:0); [M+H]+ C39H78N2O6P1","Commercial","Thomas Metz","N/A","0.0","0.0","0.0","0.0","0.0","0.0","39261.754972222276","18759.07388235296","14014.143977941174","12431.569470588249","34841.748055555516","0.0","52782.48500877197","0.0","34072.57501851857","32833.13146296297","17630.68305555555","28178.796512345696","0.0","0.0","17419.77166049384","0.0","667.6437333333398","0.0","12191.176008771936","1112.7395555555663","1112.7395555555663","20543.79039999999","25618.651194444486","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003128000","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5674.0"",""main.cluster index_upperinput"":""5674.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","CID; Velos","LC-ESI","Positive","1","0.101074","0.701713","144.278","5674","59","700.4509","Thomas Metz","700.4509","13.6232","13.6232","false","5674","8","N/A","CCMSLIB00003128000","3703498.678000002","N/A"
"","N/A","M+H","PC(18:0/18:1); [M+H]+ C44H87N1O8P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003089389","N/A","HCD; Lumos","LC-ESI","Positive","1","1.0759299999999998","0.738801","1366.07","Thomas Metz","6","N/A","CCMSLIB00003089389","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","42","28","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","433065.56015277776","326520.5262426472","364788.5342352941","217742.02060294108","10769.488527777758","0.0","289529.25384210533","0.0","508152.6493148143","578926.0274259262","490570.3758148142","525883.0175185181","0.0","312841.1847894736","214642.24208641992","0.0","15407.789033333322","0.0","454009.61160526297","25679.64838888887","25679.64838888887","18090.714272222223","810477.5242152776","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42.0"",""main.cluster index_upperinput"":""42.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","42","58","786.5331","","786.5331","18.8239","18.8239","false","42","","","","6.021366286350001E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf","H,PM,AM","T.cruzi_tryp,T.cruzi_epi","3,1,2","3,1,2","0","13039","72","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4054.288882352944","13790.065058823553","6040.8514117647055","0.0","0.0","9852.44650877193","0.0","0.0","0.0","0.0","0.0","0.0","3886.386754385984","10025.888666666677","0.0","0.0","0.0","508.48221052631163","0.0","0.0","5434.881222222222","4485.523222222234","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13039.0"",""main.cluster index_upperinput"":""13039.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=72&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","13039","6","429.2494","","429.2494","14.7175","14.7175","false","13039","","","","812096.9820000009","N/A"
"M+H","N/A","M+H","(2-{[3-(hexadecanoyloxy)-2-[icosa-5,8,11,14-tetraenoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium","Commercial","C-TAC","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005436352","","qTof","LC-ESI","Positive","3","23.9062","0.8277329999999999","30548.4","O Laprevote","7","","CCMSLIB00005436352","Inf","PM","T.cruzi_tryp,T.cruzi_epi","3,1,2","3,0,1,2","0","13853","7","SM(d18:1/20:0); [M+H]+ C43H88N2O6P1","Commercial","Thomas Metz","N/A","0.0","0.0","0.0","0.0","0.0","0.0","10702.111625","3128.6299705882325","1888.6607205882324","7394.662683823526","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7588.202765432095","0.0","0.0","0.0","10783.235508771924","0.0","0.0","4280.84465","3185.6722986111067","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003096866","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13853.0"",""main.cluster index_upperinput"":""13853.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","CID; Velos","LC-ESI","Positive","1","0.032714799999999995","0.796074","43.1236","13853","5","758.6627","Thomas Metz","758.6627","17.6628","17.6628","false","13853","8","N/A","CCMSLIB00003096866","614644.4239999996","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp","c3,3,c2,1,2","3,0,1,2","0","4433","34","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","33565.228541666685","28778.163691176487","17307.066816176473","12736.30257352942","0.0","0.0","10435.498447368418","0.0","0.0","2687.376888888886","3125.581851851848","1937.6529135802446","0.0","18605.3918508772","31180.633277777793","0.0","0.0","0.0","18021.937447368437","0.0","0.0","0.0","37258.07196527779","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4433.0"",""main.cluster index_upperinput"":""4433.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4433","25","641.287","","641.287","9.5563","9.5563","false","4433","","","","2682581.181500001","N/A"
